,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1615,1536,3,2,Rural,1958,177136.39284230414
1616,2625,4,3,Urban,2020,270696.45120955445
1617,1074,4,2,Suburb,1965,81813.51365493296
1618,2829,2,2,Urban,1979,287868.45272430894
1619,1385,4,3,Rural,1957,144371.78519137594
1620,2926,5,2,Urban,1996,367661.8776152833
1621,2233,2,2,Suburb,1964,237270.27183450392
1622,1474,4,3,Rural,1962,209263.41745729037
1623,1417,2,1,Suburb,1964,104277.91040279609
1624,1346,3,3,Rural,1984,125234.80757869492
1625,2552,4,3,Suburb,1992,302407.80348166864
1626,1639,2,3,Rural,1952,110120.31622266464
1627,1938,2,1,Suburb,1982,164438.62833580258
1628,1954,4,3,Suburb,1977,281671.6024863458
1629,1875,2,1,Urban,1964,240137.47747957188
1630,1762,4,2,Urban,1957,131990.80670211936
1631,2202,4,3,Rural,2008,235142.82430524047
1632,2205,5,2,Rural,1956,285549.6473824345
1633,1663,5,2,Suburb,1979,193529.609906036
1634,1024,2,1,Urban,1968,153859.3097301392
1635,2990,2,2,Rural,1963,302196.88253060274
1636,2203,2,2,Urban,1979,308677.0449841225
1637,1709,3,3,Rural,2003,154158.9653308783
1638,2524,4,2,Urban,1973,275631.5301982706
1639,2879,4,3,Rural,1968,303241.55948013614
1640,2184,3,2,Urban,1968,267946.9733545564
1641,1176,3,1,Suburb,1969,264943.24998754374
1642,1284,2,2,Rural,2005,37585.65484484742
1643,1062,4,1,Urban,1961,204612.6297465208
1644,2002,5,3,Suburb,1995,291470.3327116539
1645,1661,5,3,Rural,2006,220192.38576835583
1646,1665,3,2,Urban,1999,179780.37876594526
1647,1155,3,2,Rural,1988,100023.98607387822
1648,2905,4,3,Rural,1968,364014.696587952
1649,2492,4,3,Suburb,1962,312093.87174654583
1650,2072,5,3,Rural,1985,171757.73276953166
1651,1966,4,1,Urban,1973,301453.2597286383
1652,1848,2,2,Rural,1972,198300.80316419865
1653,2107,3,3,Rural,2010,148016.55478740402
1654,2384,5,3,Suburb,1988,337549.2221619497
1655,1688,5,2,Suburb,1986,141942.0672158373
1656,1147,2,2,Urban,1969,145450.57542162735
1657,2653,4,1,Suburb,1975,378989.6397786121
1658,1341,4,3,Suburb,2018,150194.76743121463
1659,1475,3,2,Urban,2004,181018.04149716717
1660,2086,2,1,Rural,2007,177225.0105645699
1661,2724,5,3,Rural,1961,388614.8424148271
1662,2383,2,1,Rural,1988,290390.760083582
1663,1560,5,2,Urban,2016,184069.94657349624
1664,1326,2,1,Urban,1984,86933.04784135809
1665,2792,4,3,Urban,2005,315935.8993382245
1666,2759,5,2,Suburb,2012,340230.77291450003
1667,2164,3,3,Urban,1964,260736.99608373028
1668,1989,2,1,Suburb,1996,203613.89032726668
1669,1214,4,1,Rural,2015,180424.32636405132
1670,1434,5,1,Suburb,1974,201118.74154089575
1671,2914,4,2,Suburb,1999,357901.3989476492
1672,1951,2,1,Suburb,1954,221873.55173729573
1673,1722,3,2,Urban,2010,217827.1512791816
1674,2341,3,1,Urban,1975,240546.60679148155
1675,1031,2,1,Rural,2000,172501.4114859022
1676,1669,5,2,Suburb,1952,124996.27809840807
1677,1284,4,2,Suburb,1967,150624.26198612494
1678,2328,4,2,Suburb,1957,217604.86344372208
1679,1428,5,3,Suburb,2007,192598.03972155048
1680,2500,2,1,Urban,1993,313158.94427471666
1681,1285,4,3,Suburb,1999,108135.5490667096
1682,2167,4,1,Urban,2015,277542.14308948943
1683,2447,2,1,Rural,1998,263757.36628301843
1684,2042,4,1,Rural,1968,166135.92629690468
1685,1017,5,1,Urban,2015,160917.21086880766
1686,1768,5,3,Urban,1989,265891.35507414
1687,1589,2,1,Suburb,2017,162111.01134199044
1688,2394,2,3,Suburb,1965,264433.3796322655
1689,2198,5,2,Suburb,1961,231654.62420785907
1690,2009,2,3,Suburb,1976,71784.63390831489
1691,1193,5,1,Rural,1954,142812.7149895663
1692,1501,5,3,Suburb,1996,174573.357173831
1693,1987,5,3,Suburb,1958,198395.4635586865
1694,2136,4,2,Urban,1972,147468.3033459206
1695,1113,2,2,Rural,2012,110817.16006572386
1696,2245,4,2,Urban,1956,219271.94880228167
1697,2701,2,1,Suburb,2002,314549.95848473755
1698,1946,3,3,Rural,2004,232270.8836980708
1699,1830,4,3,Suburb,1979,95632.49025668616
1700,2667,4,2,Suburb,2000,233177.9376896069
1701,2920,4,1,Rural,1958,321136.8012246136
1702,2287,3,1,Urban,1980,265431.8752152936
1703,1924,2,1,Urban,1954,164156.13967330713
1704,1054,3,2,Suburb,2010,171845.2392117627
1705,2894,2,1,Urban,2001,338492.12242830795
1706,2666,2,1,Rural,1982,265787.4670798531
1707,1799,2,1,Urban,2007,167007.7607102025
1708,1777,2,2,Rural,1990,142219.26616736053
1709,2481,2,2,Rural,1966,282410.2117794999
1710,2901,3,3,Rural,2001,299697.59264843544
1711,1161,4,3,Suburb,1960,79599.39450902621
1712,2403,3,3,Rural,1997,279182.2622396814
1713,1086,4,2,Rural,1980,90785.0102349386
1714,1054,4,3,Urban,2010,161862.40277506062
1715,2499,5,1,Suburb,1994,344770.6621277994
1716,2823,4,2,Urban,1980,370861.59665858105
1717,2201,3,2,Rural,2013,226947.22898594596
1718,2414,5,3,Suburb,1956,260344.8338379631
1719,2372,2,1,Urban,2001,254226.0911721904
1720,2031,2,1,Urban,2011,211319.1083742667
1721,1832,4,2,Suburb,1969,297931.5163243381
1722,1312,2,2,Suburb,2009,158456.78101155415
1723,1758,2,3,Rural,1952,174479.81245047675
1724,2858,5,1,Urban,1992,227559.8727244456
1725,1442,3,2,Urban,2002,110392.52648200764
1726,2790,2,1,Urban,2007,263515.31172333745
1727,1327,2,2,Suburb,1958,193903.3498611468
1728,2077,3,3,Rural,1975,186754.3670993076
1729,1760,5,2,Rural,2016,167602.83143943906
1730,2262,5,2,Urban,2008,279502.1217219905
1731,2252,2,2,Urban,1970,163743.65854875435
1732,1578,4,3,Rural,1994,200990.45457567176
1733,2074,3,3,Suburb,1984,230407.92831643383
1734,2632,5,3,Rural,1983,276882.12844961474
1735,2627,2,2,Suburb,2016,319114.5971039384
1736,2006,5,2,Suburb,2019,227149.26225247656
1737,2287,2,1,Suburb,1985,240203.13138387637
1738,2441,3,3,Urban,1983,315238.11202886165
1739,2826,4,3,Rural,1955,349820.450095255
1740,1095,3,2,Suburb,1992,162886.78164590584
1741,2111,5,3,Rural,1996,218625.2018142306
1742,2101,5,1,Suburb,1952,87154.24371565084
1743,2311,5,3,Urban,1952,325548.571643703
1744,2143,4,3,Rural,1985,332085.24016656744
1745,1813,3,3,Suburb,2001,127991.79893936412
1746,1490,2,1,Suburb,1982,246946.03094606983
1747,2935,3,1,Suburb,1950,333667.97705932177
1748,1451,3,3,Suburb,2021,89754.86040902633
1749,2523,4,1,Suburb,1993,268233.98985234264
1750,1164,3,2,Urban,1983,122933.37350412032
1751,1181,5,3,Rural,1986,132678.43159440754
1752,1468,4,1,Urban,1960,196895.68687157915
1753,1909,5,1,Urban,2000,212014.00768731025
1754,1734,5,1,Rural,1960,167181.83839836187
1755,1822,3,2,Urban,1972,291306.92478466296
1756,1943,2,1,Suburb,1985,231611.7539422816
1757,1006,3,2,Rural,2001,85889.10355271914
1758,1329,2,2,Rural,2010,222302.57439348983
1759,1774,4,1,Urban,1981,182010.73508314943
1760,2696,4,2,Rural,2001,312284.284668678
1761,1150,4,1,Rural,1960,199842.8604242452
1762,2108,5,1,Urban,1985,256967.43897531647
1763,1146,5,1,Rural,2002,206526.7909413757
1764,2647,4,3,Suburb,1953,372872.8145111562
1765,2404,3,2,Urban,1983,265184.29797795776
1766,1914,5,2,Suburb,1992,313483.01149662153
1767,2571,5,1,Urban,2002,224188.644548403
1768,2308,3,2,Rural,2007,282485.49975381733
1769,1699,5,1,Suburb,2015,189790.7287440216
1770,1081,3,2,Suburb,2002,164366.40385722584
1771,1513,2,2,Urban,2011,188913.13562990955
1772,2920,3,1,Urban,2013,362339.73551003775
1773,1814,2,1,Suburb,2002,197887.28508802003
1774,1708,5,1,Suburb,1959,277973.3541615554
1775,2939,2,2,Suburb,2006,326167.7599199721
1776,2546,3,3,Rural,2014,261128.81389524203
1777,1745,2,3,Suburb,2011,203909.13410296387
1778,2022,4,2,Rural,1963,198410.4224978399
1779,2409,3,2,Urban,1952,203889.7091760436
1780,1706,3,1,Urban,1954,177859.14955898744
1781,1470,2,1,Suburb,1991,222943.81475590577
1782,2142,5,1,Suburb,1999,249760.87318737092
1783,1395,5,2,Suburb,2012,203610.02542008815
1784,2555,3,1,Suburb,1951,306341.2620857117
1785,1260,3,1,Urban,2020,69341.37029225059
1786,1804,2,2,Rural,1953,212473.87991029452
1787,1933,3,3,Urban,2009,193558.8040799461
1788,2279,3,1,Suburb,1987,255372.75950534665
1789,2757,5,3,Urban,1957,341431.77061653195
1790,1904,3,1,Urban,2006,169080.62899837384
1791,2249,2,1,Suburb,2001,262083.49155464044
1792,2076,3,1,Suburb,2017,179387.63323212907
1793,1939,3,2,Rural,2011,313281.34035772143
1794,2890,3,2,Suburb,1966,269426.0709081626
1795,2523,4,1,Urban,2009,330479.59720291896
1796,2529,3,1,Rural,1968,241835.84384900157
1797,1853,2,2,Rural,2000,212615.51187463297
1798,2387,5,2,Suburb,1976,312487.70253648947
1799,2303,5,3,Suburb,1964,182685.4920789899
1800,1592,4,2,Rural,1953,278666.62383635977
1801,1713,2,1,Suburb,1968,264876.102648614
1802,2181,5,2,Suburb,2013,365884.7706756808
1803,1631,5,3,Suburb,1978,158788.6988770569
1804,1058,3,3,Rural,1953,108762.36392268325
1805,2750,3,1,Suburb,1954,206376.99207180555
1806,1127,3,2,Suburb,1977,112374.99213082336
1807,1735,4,3,Suburb,1954,152363.27472756754
1808,1720,3,3,Rural,1981,235281.53492868916
1809,2905,2,3,Urban,1987,406957.35024411
1810,2138,4,1,Rural,1962,153602.14046488068
1811,2232,5,3,Rural,1976,330475.73746661854
1812,1525,5,2,Suburb,2004,152254.71975016905
1813,1520,2,1,Rural,1967,172001.8756712245
1814,1551,2,2,Suburb,1982,201373.4892363218
1815,2985,5,2,Suburb,1991,400690.79311083216
1816,1236,2,3,Urban,1998,190309.66811057957
1817,2304,2,1,Suburb,2011,260404.7383370349
1818,2382,2,1,Rural,2011,246597.6415502369
1819,2224,3,2,Suburb,1967,305823.5277077189
1820,2781,5,1,Rural,1981,237828.15680188523
1821,2301,2,1,Rural,1987,213896.43110797668
1822,2258,2,1,Rural,2009,233658.44257589788
1823,1493,3,1,Suburb,1977,157293.51094732882
1824,1003,5,3,Urban,1976,132496.68419979108
1825,1665,4,2,Urban,1960,261203.0422802498
1826,1441,5,2,Rural,1981,176424.75013784468
1827,1028,5,1,Suburb,1978,100636.88240527324
1828,2132,5,1,Suburb,2021,286284.9743795312
1829,1609,3,2,Rural,1955,223163.23348213092
1830,2750,5,2,Urban,1952,330966.9496753669
1831,1804,4,3,Rural,1993,246069.7117481939
1832,1074,2,1,Suburb,1956,119662.4399707275
1833,1837,5,2,Suburb,2020,210311.8031499616
1834,2169,3,3,Suburb,1952,213738.6514282841
1835,1127,5,3,Rural,2021,46604.933798007885
1836,2876,5,1,Suburb,1980,269188.690758694
1837,1041,4,3,Urban,1997,220141.5160157907
1838,2379,4,3,Suburb,1987,300244.51625961886
1839,1040,3,3,Rural,1950,127238.70866173602
1840,1933,3,3,Rural,1982,230844.62391411548
1841,1033,3,3,Rural,1990,67406.08928108859
1842,2040,3,1,Urban,1986,295445.29549944284
1843,2700,3,1,Urban,2019,364572.707351598
1844,2176,2,1,Rural,2018,204063.03017594785
1845,1997,2,1,Suburb,2005,231828.1055173973
1846,2401,3,2,Rural,1984,221099.73732183108
1847,1587,3,1,Urban,2002,203954.2525626897
1848,2622,2,1,Rural,1959,317055.59463233675
1849,2652,4,1,Urban,1978,283404.27056816005
1850,2897,2,3,Rural,1997,333395.507236034
1851,1341,3,3,Rural,2019,116767.84308189538
1852,1026,4,3,Urban,1965,200421.6191269248
1853,2848,3,1,Suburb,1968,344631.9722958585
1854,2310,5,2,Urban,1990,192590.08652552712
1855,1645,4,2,Suburb,2009,201271.71153269176
1856,1730,3,1,Rural,1979,246057.9212669615
1857,1167,2,2,Urban,2018,132707.13984573568
1858,1609,3,2,Rural,1997,191980.28871943784
1859,1267,2,1,Rural,1956,132627.37961123878
1860,2772,4,3,Urban,2003,254601.11572215453
1861,1820,2,2,Rural,2017,243069.2717859346
1862,1454,4,3,Rural,2013,172214.86251775624
1863,1905,3,1,Suburb,1984,227087.30128112543
1864,2708,2,3,Suburb,2006,317567.6975273313
1865,2424,4,2,Rural,2018,220624.5774126603
1866,1921,4,3,Suburb,2021,184267.24774183176
1867,1980,4,3,Suburb,1996,225362.60423720663
1868,2499,5,3,Rural,2011,355644.9174692472
1869,1701,4,1,Urban,1966,150477.21356407495
1870,1633,3,1,Urban,2018,213727.13875904828
1871,2581,3,1,Rural,2012,266742.20007418253
1872,2599,3,1,Urban,2013,246870.69042065265
1873,1129,4,3,Rural,2008,114431.44092506867
1874,2019,3,2,Suburb,2021,255712.77547453425
1875,2845,4,3,Urban,2015,327611.20546308125
1876,2386,4,3,Suburb,1950,229418.2791438868
1877,2728,4,3,Suburb,1956,304437.7413271336
1878,1818,5,2,Rural,1961,167977.874034214
1879,1692,2,2,Urban,1974,277737.37551297765
1880,2315,3,2,Rural,1974,211314.71714442104
1881,2394,5,3,Rural,1971,265483.85703241726
1882,1793,3,1,Urban,1960,164621.84410964008
1883,1028,5,1,Suburb,1975,147017.76880168886
1884,1148,2,3,Rural,1990,197925.47898080735
1885,2802,2,1,Suburb,1973,290291.4893831788
1886,2319,2,1,Suburb,2012,204778.49594074104
1887,1010,2,3,Rural,1955,153827.03029393585
1888,2535,4,3,Rural,1974,287242.36831457814
1889,1675,3,1,Urban,1964,191488.48411099368
1890,2136,3,3,Suburb,2001,163446.863775905
1891,1186,3,1,Suburb,1954,191803.3348009752
1892,1806,4,2,Rural,2002,288777.33298561577
1893,1743,3,2,Suburb,2012,174115.4864869599
1894,2250,2,3,Urban,1982,235548.02423719555
1895,2333,3,1,Suburb,1970,267433.21977195377
1896,1097,3,2,Suburb,1960,158031.1246289507
1897,1054,5,3,Urban,1982,106144.34858795578
1898,1622,4,2,Suburb,1972,209483.7167917144
1899,1663,2,2,Suburb,1959,209443.9246866108
1900,1757,2,3,Urban,1955,214556.12818069
1901,1405,2,2,Rural,1987,130853.10245068368
1902,1068,3,3,Rural,1970,233427.98906419516
1903,2335,2,3,Rural,2020,194918.57697543703
1904,2312,2,2,Rural,1999,238713.0486712039
1905,2785,5,2,Rural,1956,307795.16618577053
1906,2571,3,1,Suburb,1955,219956.0802216924
1907,1750,5,2,Suburb,1953,240328.0837129925
1908,2171,4,1,Urban,1980,264162.4293087533
1909,2490,3,3,Suburb,2014,353591.3291120492
1910,2762,5,2,Suburb,2008,275949.29511303874
1911,2267,4,2,Urban,2017,280180.80575104494
1912,2514,5,3,Urban,2021,288969.3331090343
1913,2872,4,2,Suburb,1965,291782.844013409
1914,1957,2,1,Urban,2009,285773.11508509616
1915,2530,2,2,Rural,1985,250406.1264533168
1916,1364,3,1,Urban,1977,211752.89640491304
1917,1481,5,2,Suburb,1981,147866.62031564207
1918,1200,5,2,Rural,2001,224677.76635035287
1919,1153,4,3,Rural,1966,136266.53145421267
1920,2473,3,1,Suburb,1959,216288.31542274772
1921,2524,2,3,Rural,1992,367441.3872226336
1922,1072,5,3,Urban,2005,167177.811226852
1923,1712,4,3,Urban,2018,250537.93497424872
1924,1295,2,1,Suburb,1974,95325.13959072264
1925,2040,2,3,Rural,2012,213300.06109204225
1926,2664,2,1,Suburb,1976,252143.88499151185
1927,2240,4,1,Urban,1992,240738.92413643975
1928,1060,4,2,Suburb,1957,98049.59683180836
1929,1938,2,1,Suburb,1994,205525.86856760163
1930,2639,4,1,Rural,2021,254007.678932058
1931,1041,2,2,Suburb,1956,181888.333344244
1932,1024,2,3,Urban,2014,45265.98848767603
1933,2062,2,2,Urban,2006,268154.86423690774
1934,2826,4,2,Rural,1998,307452.8807463
1935,1130,3,2,Rural,2005,185777.56298229983
1936,2521,3,1,Rural,2009,309536.2807755707
1937,2252,4,2,Suburb,1952,312169.58718463685
1938,1107,5,1,Urban,1954,148553.81602660328
1939,1171,4,1,Rural,1970,235023.5771956077
1940,2458,5,1,Suburb,2008,159347.80115071463
1941,2501,2,1,Urban,1984,272011.4225040293
1942,1101,5,3,Urban,1981,210590.2989966876
1943,1865,2,1,Rural,2006,163862.04716283854
1944,1523,3,1,Urban,1972,181565.3625575585
1945,1274,2,2,Suburb,1973,12663.607319372051
1946,2636,5,2,Rural,2010,216457.7520279655
1947,2067,3,1,Suburb,1983,184822.64249828324
1948,2978,3,3,Urban,1950,367790.9762551168
1949,1816,4,3,Suburb,1980,216031.86365818465
1950,1956,5,2,Rural,1978,191179.46549111055
1951,2040,5,3,Urban,1964,224483.8792327053
1952,1329,4,2,Suburb,2000,220277.1218802772
1953,2592,4,3,Urban,1953,290204.8073428069
1954,2846,3,3,Urban,1992,334752.65192833706
1955,2520,4,3,Rural,1956,368121.4766376508
1956,2838,3,2,Suburb,1994,197232.4488208324
1957,1011,5,2,Suburb,1967,61978.632805304325
1958,2341,4,1,Urban,1950,249114.6056576848
1959,2615,5,1,Urban,1997,379735.4842336871
1960,1215,3,3,Rural,2007,130684.9090844619
1961,1338,2,3,Rural,1988,157729.39618610864
1962,2799,2,3,Suburb,1960,295101.93933385727
1963,1660,5,2,Urban,2018,233573.75891599263
1964,2104,3,3,Urban,2004,247697.50588023776
1965,2750,3,1,Suburb,1984,328892.36924652127
1966,2508,2,3,Rural,1976,215747.9225924291
1967,1373,3,1,Suburb,2015,183952.44650966424
1968,1975,3,3,Rural,2003,194886.7110133216
1969,1709,5,3,Urban,1960,208909.53739105564
1970,2223,2,3,Rural,1955,231235.58327459963
1971,2560,3,1,Rural,2007,323968.3416162777
1972,1465,5,1,Suburb,1981,116399.90538238367
1973,2112,4,2,Urban,1990,236690.52965565785
1974,2291,2,1,Urban,1986,264071.97695554444
1975,2678,5,3,Suburb,2000,346679.00620805845
1976,2594,4,1,Urban,1971,291096.2189748423
1977,2945,3,3,Suburb,1956,292304.274414676
1978,1488,3,3,Suburb,1978,170619.3405445655
1979,2900,4,1,Suburb,1989,259772.53665205836
1980,2561,5,2,Suburb,1989,299016.1403624554
1981,1046,3,1,Urban,2002,217141.2511833745
1982,2311,3,1,Urban,1976,204976.8019917945
1983,1777,5,3,Suburb,2017,208265.2726267608
1984,2039,5,1,Urban,1992,194605.02470116288
1985,1710,4,2,Urban,1969,200439.5394011771
1986,1400,3,3,Suburb,1993,101837.96190294116
1987,2942,5,1,Rural,1975,355453.8508515868
1988,2817,2,2,Rural,2021,341401.77983918187
1989,1980,4,3,Rural,1994,71697.4901598574
1990,2109,4,2,Suburb,1985,349454.95850998146
1991,1249,4,2,Urban,1987,155796.84355157087
1992,1390,4,3,Suburb,1955,200471.6548116795
1993,2805,2,1,Rural,2007,255191.256712648
1994,1334,4,2,Urban,1979,176609.49081793564
1995,1628,4,3,Rural,1981,181075.0930425312
1996,2542,5,1,Rural,2005,295046.5885180142
1997,1136,3,2,Suburb,1959,102612.69054822612
1998,1882,4,3,Suburb,1976,276040.2654140318
1999,1687,5,2,Suburb,1999,136244.5642470011
2000,2863,5,1,Urban,1986,361807.0689421743
2001,2521,3,1,Urban,2009,286645.86612722714
2002,1826,5,1,Rural,2020,200778.2221278005
2003,1726,5,3,Suburb,1996,196063.50657192236
2004,2500,4,1,Urban,1985,236501.9930788352
2005,1593,4,1,Suburb,2017,130392.1731746788
2006,2246,5,3,Urban,1994,268214.9415336323
2007,1989,2,1,Rural,2019,304463.31263736275
2008,1371,3,1,Rural,1998,64250.32706918706
2009,1934,5,1,Rural,1976,236449.4445317352
2010,1994,5,3,Rural,1987,220428.36603157985
2011,1401,2,1,Rural,2009,236725.7955419161
2012,2466,3,2,Rural,2020,187755.12763217965
2013,2513,5,3,Suburb,1990,275810.6097939248
2014,1614,5,2,Suburb,2014,206574.9887451759
2015,2296,4,3,Urban,1980,169463.4104782055
2016,2549,5,3,Suburb,1993,395271.1742240697
2017,2182,2,3,Rural,1968,271442.0788474317
2018,2175,5,2,Rural,1980,277838.5408131625
2019,1994,3,1,Suburb,1978,273598.68305556884
2020,1619,3,1,Rural,1973,126020.61631690164
2021,1187,2,1,Urban,1979,170049.85911695537
2022,2836,5,1,Suburb,1983,293960.424943565
2023,2121,5,3,Suburb,2005,172278.37496687495
2024,1130,5,3,Urban,2004,196845.4185556486
2025,1804,5,2,Suburb,2020,86599.15770679606
2026,2194,5,1,Suburb,1984,272484.6031762973
2027,1935,3,3,Suburb,2015,231859.0249019552
2028,1985,4,1,Urban,1980,334318.5443098477
2029,1182,3,1,Suburb,2006,79959.78674129068
2030,1982,4,2,Rural,1987,217207.23875473492
2031,1363,3,3,Urban,1965,162220.73989045163
2032,1038,2,1,Urban,1989,146066.65407594404
2033,2550,5,2,Rural,2001,323731.1028035309
2034,2911,4,2,Rural,2015,311286.63603656203
2035,1496,3,1,Rural,1988,188533.30926713967
2036,2539,4,1,Rural,1957,305364.6087710595
2037,2372,5,2,Suburb,2005,308226.4753324258
2038,1981,2,2,Urban,2021,230383.38744124476
2039,1920,5,1,Rural,2010,205012.274411916
2040,2420,3,1,Suburb,1975,381221.1527592456
2041,1721,3,2,Suburb,1953,161416.28468956263
2042,2184,4,3,Suburb,2015,209562.62001083585
2043,1015,2,2,Urban,1956,120883.97895349152
2044,1492,2,2,Suburb,1960,150435.66622777618
2045,2449,3,3,Rural,2013,400264.6990193927
2046,2131,4,1,Rural,1955,186372.2668743253
2047,1893,5,2,Rural,1985,194715.8848861503
2048,2473,5,1,Rural,2002,279766.3872648012
2049,1310,3,3,Suburb,1981,230298.2432446984
2050,1738,3,2,Urban,1984,137915.9165077912
2051,2193,5,1,Rural,1976,298595.9668202735
2052,1545,5,1,Urban,1998,230081.4039756889
2053,1413,5,1,Rural,1961,190013.67328150195
2054,1250,4,1,Urban,1959,113905.14119979693
2055,1758,2,1,Rural,2007,152535.258121175
2056,2804,3,1,Rural,2020,287512.4521658729
2057,2164,3,2,Rural,2010,258715.19897980956
2058,2297,4,2,Suburb,2011,304909.4753616428
2059,2439,5,3,Urban,2020,260941.87332989613
2060,2631,4,1,Rural,1963,230379.73312805183
2061,2762,5,3,Rural,1967,271410.7390071376
2062,2914,3,2,Urban,1986,299196.62922622584
2063,2062,2,3,Suburb,1970,254908.9173184895
2064,1813,4,2,Suburb,1966,168031.51892924611
2065,1028,5,2,Suburb,1987,83746.95945888995
2066,1957,3,3,Urban,2000,211311.56755151643
2067,1476,2,2,Suburb,1962,176216.8041870656
2068,1317,4,2,Rural,2007,178185.30303784314
2069,1244,4,3,Urban,1957,136271.13630118957
2070,1747,3,3,Urban,1956,201241.5353978202
2071,1696,4,1,Rural,2009,127689.63372782015
2072,1271,3,3,Urban,1999,138413.1824214828
2073,2463,4,2,Urban,1989,273801.9027862496
2074,2771,2,1,Urban,1951,372386.06458427536
2075,2262,2,2,Urban,1966,294834.8799264321
2076,1376,4,3,Rural,1978,184141.1526054148
2077,1265,3,2,Rural,1970,80079.98029233473
2078,1925,5,3,Rural,1960,248305.6057017832
2079,1920,4,3,Urban,1981,190765.86078279425
2080,2382,5,3,Rural,1996,152940.81949787936
2081,1339,3,1,Suburb,2004,199705.4787437732
2082,1388,5,3,Rural,1974,204918.56629458867
2083,1576,4,2,Suburb,2004,145656.0371493761
2084,2712,2,1,Rural,1960,310116.7494894508
2085,1002,3,1,Urban,1985,120978.02722227092
2086,2452,2,1,Urban,1960,234117.53348709136
2087,2165,2,2,Rural,1979,259348.5217444513
2088,1375,2,3,Rural,1957,214843.80321865733
2089,2693,4,1,Urban,1956,271642.04424333724
2090,1323,3,3,Suburb,1987,113299.82548968335
